Module_A,Module_B,Clash_Count
PHYS10095,PHYS11011,17
ECNM10113,ECNM10119,17
ELCC10015,ELCH10081,17
EDUA11039,REDU11024,17
EDUA11040,EDUA11041,17
EDUA11040,REDU11024,17
MATH11007,MATH11199,17
ARCH11261,ARCH11262,17
EDUA11333,SPRT11013,17
PSYL10168,SCIL10018,17
DIVI08025,DIVI08034,17
MATH10028,MATH11088,17
ARTX08092,HIAR08028,17
CLLC11037,CLLC11040,17
PSYL10174,SCIL10018,17
PSYL10174,SCIL10062,17
PSYL10174,SCIL10091,17
BUST10142,BUST10159,17
EDUA11039,REDU11011,17
PHYS09057,PHYS10105,17
CLLC11039,CLLC11040,17
CLLC11040,CLLC11102,17
CLLC11040,CLLC11103,17
PHIL08017,SSPS08012,17
ELEE11085,MECE11017,17
MECE11017,SCEE11014,17
EASC08029,GESC08003,17
REDU11010,SPRT11012,17
REDU11010,SPRT11013,17
REDU11011,SPRT11011,17
REDU11011,SPRT11012,17
REDU11011,SPRT11013,17
ELEE10011,ELEE10020,17
PHYS08045,PHYS08051,17
ARCH11261,ARCH11263,17
ARCH11262,ARCH11263,17
BILG09004,BILG09015,17
REDU11011,REDU11024,17
PHYS09061,PHYS10015,17
INFR11022,INFR11147,17
HIST10425,HIST10436,17
LAWS08114,LAWS08120,17
SCIL08018,SSPS08012,17
DIVI08001,PHIL08015,17
MATH10072,MATH10074,17
MATH08058,PHYS08017,17
INFR11141,INFR11147,17
PHYS08049,PHYS08051,17
INFR08026,MATH08065,17
MATH10060,MATH10072,17
INFR11022,INFR11136,17
ELCG08008,ELCG08009,17
ASST08044,ASST08079,17
MATH10108,MATH11183,17
GEGR09012,GEGR10123,17
HIST10425,HIST10517,17
CHEM08016,MATH07003,17
BIME09005,BIME09011,17
ACCN08012,ECNM08006,17
ACCN08012,ECNM08016,17
EDUA11414,REDU11045,17
MATH10077,MATH10080,17
CHEE08017,CIVE08023,17
ARCH11010,MUSI11067,17
ENLI10099,ENLI10370,17
EDUA11436,EDUA11437,17
EDUA11436,REDU11045,17
EDUA11436,REDU11046,17
EDUA11436,REDU11093,17
INFR09051,INFR10064,17
DESI08132,DESI08134,17
DESI08134,DESI08152,17
EDUA11437,REDU11045,17
EDUA11437,REDU11046,17
EDUA11437,REDU11093,17
REDU11045,REDU11093,17
REDU11046,REDU11093,17
MAEE10002,MECE10002,17
PHYS08051,PHYS08060,17
PHYS10095,PHYS10096,17
MATH10086,MATH11205,17
MECE10007,MECE11008,17
PGSP11016,PGSP11229,17
ECNM10070,ECNM10107,17
EASC08011,GEGR08002,17
ARCH10037,ARCH10058,17
ARCH10040,ARCH10050,17
ECNM10056,ECNM10107,17
EDUA11257,EDUA11296,17
EDUA11296,EDUA11329,17
EDUA11296,REDU11084,17
MATH11120,MATH11226,17
BIME09006,MSBM09003,17
ELEE08015,SCEE08017,17
HIST10380,HIST10426,17
HIST10333,HIST10425,17
PGSP11229,PGSP11466,17
CLGE08002,HIST08032,17
ARCH10037,ARCH10040,17
ARCH10037,ARCH10050,17
INFR10080,INFR11147,17
CMSE11431,CMSE11432,17
ARCH10040,ARCH10058,17
ARCH10050,ARCH10058,17
ARCH10055,ARCH10056,17
ARCH10055,ARCH10057,17
SCWR10032,SCWR10033,17
SCWR10032,SCWR10036,17
CMSE11428,CMSE11431,17
CMSE11428,CMSE11432,17
CMSE11428,CMSE11433,17
ARCH10055,DESI10052,17
ARCH10056,ARCH10057,17
PHYS10015,PHYS11041,17
DEBI10031,DEBI10035,17
DEBI10032,DEBI10035,17
DEBI10034,DEBI10035,17
ASST08060,ASST08079,17
ASST08077,ASST08079,17
MATH10068,MATH10073,17
MATH10072,MATH10073,17
PGSP11247,PGSP11604,17
ARCH10056,DESI10052,17
ARCH10057,DESI10052,17
BUST10108,BUST10142,17
CMSE11431,CMSE11433,17
CMSE11432,CMSE11433,17
SCAN10036,SCAN10087,17
HIAR08026,HIST08032,17
HIST10425,HIST10466,17
ECNM10030,ECNM10090,17
BUST10124,BUST10158,17
MATH10065,MATH11207,17
BICH10007,MLBI10017,17
PGSP11331,PGSP11558,17
GEGR08007,SCIL08008,17
ACCN10010,BUST10157,17
BUST09007,BUST10012,17
CACA08011,CLTR08008,17
INFR08025,MATH08063,17
ELEE11107,ELEE11112,17
INFR08025,MATH08066,17
INFR08025,MATH08068,17
MATH10072,MATH10086,17
HIST10426,HIST10440,17
ASST08043,HIST08044,17
DEBI10021,DEBI10035,17
MUSI08076,MUSI08080,17
PGSP11630,SCIL11009,17
ELEE08016,SCEE08017,17
ELEE08020,SCEE08017,17
ELEE08022,SCEE08017,17
ECNM10070,ECNM10086,17
INFR11020,MATH11111,17
BILG09007,BILG09015,17
SCAN08010,SCAN08016,17
EPCC11007,EPCC11009,17
HIST10425,HIST10504,17
SCAN08011,SCAN08016,17
PSYL10135,PSYL10153,17
MATH10010,MATH10108,17
MAEE10002,SCEE11014,17
ELEE10007,ELEE10020,17
SPRT10012,SPRT10057,17
SPRT10047,SPRT10057,17
CHEM10058,CHEM10071,17
MATH10066,PHYS10093,17
PHYS10095,PHYS11024,17
CMSE11556,CMSE11569,17
ELCC10013,ELCF10062,17
ELCF10002,ELCF10062,17
GEGR10120,GEGR10128,17
ARTX08054,ARTX08092,16
BUST08036,BUST08039,16
INFR08030,MATH08058,16
INFR08032,MATH08058,16
HIST10419,HIST10426,16
BUST09007,BUST10107,16
LAWS10202,LAWS10256,16
CMSE11543,CMSE11568,16
CMSE11553,CMSE11561,16
IMES08036,PLIT08018,16
MATH08065,PHYS08045,16
ANHI08015,CACA08011,16
ARCH11093,ARCH11174,16
ARCH11093,ARJA11001,16
ARCH11093,ARJA11002,16
CHEM10055,CHEM10071,16
BIME10035,MIBM10052,16
ASST10093,ASST10151,16
ASST10094,ASST10151,16
MATH11028,MATH11111,16
LAWS10202,LAWS10274,16
IMES08036,PLIT08017,16
ASST10095,ASST10151,16
EPCC11005,EPCC11009,16
CLGE08003,ENLI08020,16
MATH11205,MATH11231,16
ELCF08013,PLIT08008,16
ACCN08012,MATH08058,16
ELCF08012,PLIT08008,16
BIME10052,BIME10055,16
BIME10053,BIME10055,16
BIME10054,BIME10055,16
HIAR10171,HIAR10172,16
BIME10074,REPB10003,16
BIME10074,REPB10004,16
ECNM10069,ECNM10115,16
PHIL10117,PHIL10175,16
INFR11136,INFR11255,16
PLIT08021,SCPL08010,16
PHYS08016,PHYS08060,16
LAWS11253,LAWS11437,16
CLGE08003,ENLI08021,16
PHYS08017,PHYS08060,16
SCIL08008,STIS08007,16
INFR11033,INFR11157,16
ASST08071,ELEE08020,16
DIVI08013,HIAR08025,16
ARCA08004,CLGE08001,16
HIST10426,SCHI10074,16
HIST10425,HIST10520,16
ASST08075,ASST08076,16
EFIE07001,EFIE08003,16
INFR08030,MATH08051,16
MUSI11063,MUSI11067,16
CLLC11039,CLLC11065,16
CLLC11065,CLLC11102,16
PHYS10087,PHYS10090,16
ARCH11174,ARJA11001,16
ARCH11174,ARJA11002,16
PLIT10059,PLIT10106,16
MATH08064,PHYS08049,16
INFR10079,INFR10085,16
EPCC11008,EPCC11013,16
LAWS11254,LAWS11437,16
CIVE09020,CIVE09035,16
EASC08011,EASC08032,16
AFRI08001,GEGR08016,16
PHYS10099,PHYS11064,16
CLPS11084,PGSP11562,16
EDUA08121,EDUA08124,16
MATH08065,PHYS08052,16
DESI11100,INFR11147,16
MATH10073,MATH11226,16
MECE11004,MECE11017,16
CLPS11084,PGSP11563,16
MAEE10002,MECE10004,16
DIVI08013,HIST08032,16
DIVI08013,HIST08034,16
PHYS11016,PHYS11070,16
PHYS11049,PHYS11070,16
CLLC11003,CLLC11024,16
CLLC11003,CLLC11025,16
CLLC11024,CLLC11025,16
CLLC11024,ENLI11125,16
DESI10077,DESI10078,16
CLLC11065,CLLC11103,16
ACCN10008,BUST10157,16
ACCN10009,BUST10157,16
INFR08025,MATH08051,16
ACCN08012,BUST08033,16
CHEE11032,SCEE11008,16
INFR08025,MATH08064,16
INFR08025,MATH08065,16
HIST10425,SCHI10074,16
ECNM08013,PLIT08018,16
ASST08071,ELEE08015,16
MATH10071,MATH10100,16
BUST08056,ECNM08006,16
PSYL10090,PSYL10174,16
CLLC11025,ENLI11125,16
BUST08052,ECNM08016,16
ZLGY10026,ZLGY10028,16
BUST08055,GEGR08017,16
PSYL10153,PSYL10184,16
PGSP11246,PGSP11247,16
PHYS08049,PHYS08052,16
BUST08028,BUST08041,16
EDUA11040,REDU11010,16
EDUA11041,EDUA11042,16
EDUA11041,REDU11010,16
EDUA11041,REDU11011,16
MATH10007,MATH10064,16
EDUA11038,EDUA11040,16
ENLI10119,ENLI10423,16
MATH10060,MATH10071,16
EDUA11038,EDUA11039,16
EPCC11001,EPCC11013,16
BUST10162,CMSE10002,16
ELEE08020,MECE08009,16
HIAR08026,HIST08034,16
INFR11280,LASC10061,16
ACCN10026,BUST10144,16
PGSP11400,PGSP11558,16
SPRT10003,SPRT10051,16
MATH10060,MATH11205,16
MATH10098,MATH11111,16
MATH10098,MATH11205,16
DESI11177,DESI11199,16
BUST10127,BUST10162,16
BUST08052,ECNM08006,16
CMSE11485,CMSE11560,16
EFIE11026,EFIE11028,16
SCIL10023,SCIL10063,16
CLPS11066,CLPS11089,16
SPRT08027,SPRT08029,16
SPRT08028,SPRT08029,16
ELEE10032,ELEE11110,16
MATH10086,MATH10095,16
DESI10052,DESI10151,16
LASC08022,PHIL08015,16
CMSE11408,CMSE11485,16
IMES08037,PLIT08012,16
MATH10067,MATH10106,16
PGPH11105,PHYS11016,16
EDUA11187,EDUA11403,16
CMSE11561,CMSE11568,16
CMSE11561,CMSE11571,16
CMSE11561,CMSE11573,16
CMSE11561,CMSE11581,16
IMMU10007,IMMU10012,16
EDUA11038,REDU11011,16
MATH10028,MATH10064,16
CLPS11073,CLPS11080,16
LAWS11250,LAWS11437,16
CMSE11533,CMSE11534,16
PGPH11105,PHYS11049,16
PGSP11562,PGSP11567,16
PGSP11563,PGSP11567,16
EDUA11403,EDUA11404,16
MAEE11004,MECE10009,16
ELEE10003,ELEE10006,16
MATH11205,MATH11245,16
LASC10002,LASC10021,16
CMSE11561,CMSE11562,16
ENLI08020,HIST08034,16
ENLI08021,HIST08034,16
INFR10080,INFR11136,16
INFR11147,INFR11255,16
HIST10425,SCHI10077,16
CLPS11066,CLPS11088,16
GEGR08002,GEGR08017,16
LAWS10202,LAWS10211,16
BIME08004,PHYS08051,16
EDUA11348,EDUA11363,16
PLIT08017,SCIL08018,16
CHEE08012,CIVE08023,16
IMES08026,IMES08037,16
IMES08027,IMES08037,16
HIST10380,HIST10425,16
DESI10052,DESI10152,16
DESI10052,DESI10153,16
DESI10151,DESI10152,16
DESI10151,DESI10153,16
DESI10152,DESI10153,16
EDUA11348,REDU11045,16
EDUA11348,REDU11046,16
EDUA11348,REDU11083,16
INFR08029,MATH08077,16
EDUA11187,EDUA11450,16
GEGR08002,GEGR08015,16
CNST11014,CNST11097,16
CNST11097,CNST12007,16
SPRT10003,SPRT10054,16
PGEE11016,PGEE11195,16
EDUA11187,EDUA11462,16
ARTX08092,HIAR08027,16
MATH10003,MATH11088,16
BUST10032,BUST10156,16
CHEM10056,CHEM10072,16
SPRT10050,SPRT10054,16
SPRT10052,SPRT10054,16
EDUA11053,SPRT11011,16
EDUA11053,SPRT11012,16
EDUA11053,SPRT11013,16
MUSI08075,MUSI08077,16
GEGR09012,GEGR10138,16
CMSE11408,CMSE11470,16
MATH10064,MATH10093,16
MATH10077,MATH11236,16
EDUA11041,REDU11024,16
EDUA11038,REDU11024,16
PLIT08018,SCIL08018,16
INFR11147,INFR11241,16
ELEE10023,ELEE11110,16
ELEE10029,ELEE11110,16
EDUA11462,REDU11045,16
EDUA11462,REDU11046,16
ENLI11140,ENLI11141,16
BUST08035,BUST08054,16
BUST08028,BUST08031,16
ACCN08012,BUST08052,16
SHSS10005,SHSS10011,16
CHEM08022,PHYS08051,16
MATH11199,MATH11207,16
MATH10098,MATH11207,16
BUST10151,BUST10163,16
EDUA11053,EDUA11333,16
EDUA11053,REDU11010,16
BUST09007,BUST10067,16
PHIL08015,PLIT08012,16
ECSH08043,HIST08040,16
ENLI11125,ENLI11141,16
EDUA11053,REDU11011,16
CIVE10004,MAEE11004,16
CMSE11560,CMSE11581,16
LAWS08114,LAWS08141,16
CIVE10029,MAEE10003,16
PHYS10042,PHYS10095,16
AFRI08001,PLIT08011,16
EDUA11040,EDUA11042,16
BUST10120,BUST10153,16
CIVE09023,CIVE09035,16
MATH10073,MATH10096,16
ECNM10069,ECNM10082,16
GEGR10120,GEGR10137,16
LAWS11285,LAWS11515,16
CLLC11003,ENLI11140,16
ECNM10066,ECNM10107,16
EDUA11039,EDUA11041,16
EDUA11039,EDUA11042,16
EDUA11039,REDU11010,16
LASC10030,LASC10056,16
PSYL10135,PSYL10161,16
INFR11246,INFR11280,16
PGBI11003,PGBI11095,16
PGBI11003,PGBI11114,16
BIME10026,NEBM10005,16
BIME10026,NEBM10028,16
PHYS11012,PHYS11045,16
CMSE11560,CMSE11562,16
CMSE11560,CMSE11571,16
CMSE11560,CMSE11573,16
HIAR10013,HIAR10171,16
DESI11169,DESI11171,16
DESI11170,DESI11171,16
CHEE08019,CIVE08023,16
BUST10067,CMSE10003,16
CLLC11003,ENLI11141,16
ENLI11125,ENLI11140,16
SPRT08027,SPRT08032,16
MECE10015,SCEE11014,16
REDU11010,SPRT11011,16
SPRT11011,SPRT11012,16
CLLC11037,CLLC11065,16
SPRT11012,SPRT11013,16
EDUA11233,REDU11092,16
PSYL10004,PSYL10180,16
CMSE11548,CMSE11559,16
MATH10086,MATH11231,16
PHYS08050,PHYS08051,16
MATH11205,MATH11240,16
MATH10053,MATH11088,16
ECNM08003,ECNM08013,16
ECNM08004,ECNM08013,16
PHYS08051,PHYS08058,16
MATH10076,MATH11120,16
CHEM08017,MATH07003,16
MATH07003,MATH08072,16
MATH07003,MATH08073,16
ENLI10099,ENLI10371,16
PLIT10095,PLIT10106,16
INFR10057,INFR10079,16
DESI10052,DESI10093,16
DESI10052,DESI10098,16
DESI10052,DESI10102,16
DESI10093,DESI10098,16
DESI10093,DESI10102,16
DESI10098,DESI10102,16
LAWS10202,LAWS10221,16
CMSE11177,CMSE11559,16
PGBI11095,PGBI11114,16
SPRT11011,SPRT11013,16
PLIT08021,SCPL08005,16
EDUA11042,REDU11010,16
EDUA11042,REDU11011,16
EDUA11042,REDU11024,16
REDU11010,REDU11024,16
EDUA11233,EDUA11415,16
ASST08071,ELEE08022,16
MUSI11061,MUSI11071,16
ARHI08010,DESI08010,16
INFR10080,INFR11017,16
PHYS10042,PHYS10107,16
ZLGY10025,ZLGY10028,16
EDUA11233,EDUA11440,16
EDUA11405,REDU11083,16
MUSI11061,MUSI11077,16
EDUA11233,EDUA11413,16
HIST10425,HIST10515,16
EDUA11248,EDUA11305,16
PLIT08008,SSPS08013,16
PSYL10004,PSYL10160,16
DESI10052,DESI10112,16
PGSP11563,PGSP11602,16
HIST08043,PLIT08016,16
MECE10002,MECE11009,15
PSYL10138,PSYL10150,15
ARHI08008,HIAR08027,15
MAEE10003,MECE10016,15
MECE10015,MECE11017,15
PGSP11229,PGSP11469,15
ASST08076,ASST08081,15
BILG09010,BIME09006,15
PSYL10102,PSYL10138,15
ELEE10010,ELEE10020,15
ECNM10069,ECNM10113,15
PSYL10141,PSYL10175,15
CHEE11029,CIVE10008,15
HIST08035,PLIT08016,15
MATH08059,PHIL08015,15
ACCN08012,ECNM08019,15
ELCC10013,ELCF10064,15
LAWS10202,LAWS10280,15
BILG08011,CHEM08030,15
CMSE11380,CMSE11589,15
CMSE11555,CMSE11589,15
EDUA11416,REDU11083,15
MAEE10003,MECE11009,15
ELCH10021,ELCH10027,15
PGSP11016,PGSP11247,15
ARCH11282,ARCH11284,15
ARCH11282,DESI11099,15
ARCH11283,DESI11099,15
ARHI08008,HIAR08028,15
BILG09014,BILG09022,15
BITE10001,MLBI10017,15
BITE10002,MLBI10017,15
BIME10032,NEBM10005,15
BIME10032,NEBM10028,15
CNST11014,CNST11075,15
SCAN08010,SCAN08012,15
SCAN08010,SCIL08012,15
MATH10098,MATH11199,15
ASST07008,ECNM08016,15
ARCH11284,DESI11099,15
DESI10150,DESI10154,15
DESI10061,DESI10089,15
INFR09051,INFR09053,15
INFR09053,INFR10022,15
INFR09053,INFR10067,15
MATH10064,MATH11187,15
ENLI08020,LASC08023,15
DESI10150,DESI10155,15
DESI10154,DESI10155,15
CMSE11089,CMSE11589,15
CMSE11175,CMSE11589,15
INFR10061,INFR10065,15
PGPH11099,PHYS11016,15
PGPH11099,PHYS11049,15
ARCH11283,ARCH11284,15
BILG09009,ECSC09005,15
PGGE11164,PGGE11165,15
CMSE11566,CMSE11629,15
PHIL08005,PHIL08019,15
PHYS10042,PHYS11012,15
EDUA11363,EDUA11416,15
ARCA08004,CLGE08004,15
EDUA11255,EDUA11282,15
HIST10426,HIST10436,15
BUST10113,BUST10150,15
ARCH11075,ARCH11096,15
ARCH11075,ARJA11003,15
EDUA11187,EDUA11354,15
INFR11017,INFR11230,15
PHYS09057,PHYS09059,15
MUSI11061,MUSI11067,15
BUST10150,CMSE10003,15
CHEE10002,CHEE11020,15
CHEE10004,CHEE11020,15
BUST10107,BUST10159,15
BUST10144,BUST10151,15
EDUA11414,REDU11046,15
MATH10060,MATH11183,15
ARCH11282,ARCH11283,15
HIAR10171,HIAR10207,15
LAWS10202,LAWS10204,15
CMSE11628,MATH11199,15
ELCC10018,ELCR10004,15
DESI10111,DESI10112,15
DESI10111,DESI10113,15
DESI10111,DESI10114,15
DESI10112,DESI10113,15
DESI10112,DESI10114,15
LAWS10202,LAWS10242,15
MATH10024,MATH11205,15
PHYS08036,PHYS08039,15
BIME09004,BIME09013,15
HIAR11034,HIAR11114,15
HIST10426,HIST10515,15
ARCH11070,ARJA11003,15
ELEE10021,ELEE10031,15
BUST09007,BUST10023,15
PHIL10174,PHIL10231,15
EDUA11034,REDU11046,15
MATH10073,MATH11205,15
PLIT08009,SCPL08012,15
DESI10088,DESI10147,15
DESI10089,DESI10147,15
PHYS10042,PHYS11045,15
HIST10395,HIST10426,15
EDUA11363,EDUA11405,15
EDUA11248,EDUA11412,15
INFR10061,INFR10079,15
CMSE11552,CMSE11566,15
CMSE11479,CMSE11590,15
CMSE11479,CMSE11622,15
CMSE11479,CMSE11624,15
CMSE11479,CMSE11644,15
CMSE11590,CMSE11624,15
CHEE10010,CHEE11020,15
ARTX09073,ARTX10066,15
ARTX10051,ARTX10066,15
MECE10012,MECE10015,15
IPHP11002,SCPL11017,15
CMSE11407,CMSE11628,15
CMSE11432,CMSE11628,15
CMSE11628,CMSE11645,15
CMSE11628,INFR11205,15
LAWS08114,LAWS08135,15
CMSE11498,CMSE11623,15
DESI10052,DESI10111,15
DESI10052,DESI10113,15
DESI10052,DESI10114,15
MATH10028,MATH11205,15
ARTX08059,ARTX08093,15
ARCH11070,ARCH11096,15
PLIT08008,SCIL08013,15
MATH11197,MATH11207,15
ENLI10202,ENLI10424,15
LAWS11328,LAWS11471,15
CHEE11020,MAEE10005,15
ELEE10021,ELEE11112,15
BUST09007,BUST10150,15
MATH08058,PHIL08015,15
ELCR10003,ELCR10004,15
BUST08008,BUST08031,15
CHEM10055,CHEM10060,15
DESI08010,HIAR08026,15
MATH10079,MATH11120,15
ECNM10101,ECNM10119,15
MATH10076,MATH10100,15
LAWS10202,LAWS10284,15
MATH10077,MATH11120,15
PHYS11024,PHYS11044,15
CLLC11040,CLLC11153,15
CLLC11040,CLLC11163,15
CMSE11433,CMSE11658,15
BUST08028,BUST08042,15
SHSS10003,SHSS10011,15
SHSS10004,SHSS10011,15
BUST08003,BUST08004,15
CMSE11590,CMSE11644,15
PHYS10106,PHYS11011,15
EDUA11450,REDU11046,15
EDUA11450,REDU11083,15
CMSE11403,CMSE11628,15
CMSE11404,CMSE11628,15
PGEE11194,PGEE11195,15
ARHI08004,HIAR08026,15
BIME10052,BIME10059,15
BIME10052,BIME10060,15
ARTX10058,ARTX10066,15
CHEE11031,CIVE11053,15
ECNM10056,ECNM10082,15
ECNM10070,ECNM10113,15
ELEE10028,ELEE11110,15
EFIE11002,EFIE11036,15
ENLI08021,LASC08023,15
ELEE08021,MECE08009,15
PHYS10099,PHYS11041,15
MUSI11045,MUSI11061,15
ENLI10207,ENLI10423,15
INFR11136,INFR11241,15
PSYL08009,SCIL08018,15
CHEE10004,CHEE11028,15
CHEE10005,CHEE11028,15
CHEE10008,CHEE11028,15
CHEE10010,CHEE11028,15
MATH11197,MATH11199,15
CMSE11590,CMSE11657,15
CMSE11622,CMSE11624,15
CMSE11622,CMSE11644,15
CMSE11622,CMSE11657,15
CMSE11624,CMSE11644,15
CMSE11624,CMSE11657,15
CMSE11644,CMSE11657,15
CMSE11408,CMSE11663,15
PLIT10106,PLIT10135,15
CMSE11428,CMSE11658,15
ARHI08004,HIAR08025,15
METE08001,PHYS08058,15
PSYL10153,PSYL10161,15
CLLC11193,ELCC11006,15
INFR11199,INFR11245,15
BUST08036,BUST08054,15
MATH10013,MATH11231,15
BUST10150,BUST10160,15
ECSH08043,HIST08043,15
PSYL10140,PSYL10179,15
CHEE10005,CHEE11020,15
CHEE10008,CHEE11020,15
HIST10333,HIST10426,15
EDUA11363,EDUA11450,15
SCIL10097,SCPL10012,15
CLLC11192,ELCC11006,15
CHEE10002,CHEE11028,15
BIME10053,BIME10059,15
BIME10053,BIME10060,15
BIME10054,BIME10059,15
BIME10054,BIME10060,15
EDUA11450,REDU11045,15
ENLI08024,HIST08040,15
PGSP11116,PGSP11229,15
BUST10156,BUST10158,15
MATH10028,MATH10108,15
BIME10059,BIME10060,15
ZLGY10022,ZLGY10029,15
EPCC11004,EPCC11007,15
HIST10426,SCHI10010,15
DESI10113,DESI10114,15
PHIL10210,PHIL10237,15
INFR11223,INFR11255,15
ELCF10002,ELCF10066,15
PLIT08012,SCAN08010,15
MATH11205,MATH11242,15
ENLI08024,HIST08043,15
BILG08020,ECSC08010,15
ELEE10007,ELEE11107,15
CMSE11479,CMSE11657,15
CMSE11590,CMSE11622,15
MAEE10003,MECE11004,15
BITE10001,PLSC10023,15
BITE10002,PLSC10023,15
LAWS11131,LAWS11402,15
HIST10426,SCHI10077,15
INFR10074,INFR10079,15
CMSE11432,CMSE11658,15
SCAN10030,SCAN10068,15
EDUA11038,REDU11010,15
DIVI08013,PHIL08017,15
MATH10007,MATH10053,15
CLPS11033,CLPS11073,15
CLPS11037,CLPS11073,15
LAWS11249,LAWS11437,15
PGEE11024,PGEE11195,15
PGEE11024,PGEE11249,15
ELCC10017,ELCI10033,15
BUST10092,BUST10158,15
MATH10013,MATH10093,15
CLLC11065,CLLC11153,15
CLPS11084,PGSP11602,15
PGSP11562,PGSP11602,15
LAWS10224,PLIT10106,15
ELCC10013,ELCF10066,15
MATH10093,MATH11226,15
ELCI10019,ELCI10033,15
CMSE11431,CMSE11658,15
SCAN10030,SCAN10087,15
PHYS08026,PHYS08059,15
EDUA11248,EDUA11428,15
EDUA08123,EDUA08124,15
MECE10012,MECE11009,15
ENLI08025,HIST08043,15
ELCC11006,ELCC11021,15
ELCC11006,ELCC11022,15
MATH10065,MATH11188,15
MATH11188,MATH11205,15
DESI11107,DESI11177,15
EDUA11038,EDUA11041,15
EDUA11038,EDUA11042,15
PHYS10090,PHYS10094,15
SPRT10050,SPRT10051,15
ARTX10058,ARTX10061,15
LAWS11252,LAWS11437,15
DESI10076,DESI10078,15
ZLGY10028,ZLGY10031,15
CNST11079,CNST11095,15
HIST10425,HIST10492,15
PHYS10090,PHYS10110,15
MECE11001,PGEE11024,15
EPCC11001,EPCC11012,15
EFIE11002,EFIE11104,15
GEGR09012,GEGR10139,15
MATH08057,PHYS08035,15
PGEE11001,PGEE11024,15
CIVE08026,ELEE08020,15
METE08001,PHYS08046,15
SCIL10018,SCIL10081,15
CLLC11065,CLLC11163,15
SCIL10023,SCIL10072,15
ASST08071,ELEE08016,15
ASST08071,ELEE08021,15
ASST08071,SCEE08008,15
ASST08071,SCEE08009,15
ASST08071,SCEE08010,15
ASST08071,SCEE08014,15
ASST08071,SCEE08015,15
HIST10116,HIST10425,15
BILG09014,BIME09002,15
HIST10426,HIST10434,15
DESI10076,DESI10077,15
ARTX09073,ARTX10061,15
CIVE08025,MECE08009,15
ASST07008,MATH08064,15
ASST07008,MATH08063,15
ASST07008,MATH08066,15
BUST08055,GEGR08015,15
BUST08055,GEGR08016,15
BITE10007,PLSC10023,15
HIST10426,HIST10523,15
IPHP11003,PGSP11364,15
PGSP11363,PGSP11364,15
GEGR09012,GEGR10128,15
GEGR09012,GEGR10140,15
PLIT08012,SCAN08012,15
BILG09001,MSBM09004,15
ENLI10119,ENLI10424,15
METE08001,PHYS08045,15
PLIT08021,SSPS08013,15
ACCN08012,BUST08056,15
EPCC11002,EPCC11012,15
MATH11131,MATH11177,15
INFR10057,INFR11017,15
INFR11017,INFR11136,15
BUST10142,BUST10150,15
IPHP10001,SCPL10029,15
BIME10021,MIBM10052,15
BUST08056,ECNM08016,15
SPRT10051,SPRT10052,15
HIAR10108,HIAR10171,15
CMSE11563,CMSE11568,15
CMSE11563,CMSE11574,15
BICH10009,MLBI10009,15
CHEE11028,MAEE10005,15
ARTX10051,ARTX10061,15
MAEE10005,MECE10016,15
BUST08035,BUST08039,15
EDUA08121,EDUA08122,15
EDUA08121,EDUA08123,15
EDUA08122,EDUA08123,15
PGEE11024,PGEE11029,15
PGEE11024,PGEE11107,15
PGEE11024,PGEE11161,15
ELEE08020,SCEE08003,15
EDUA08122,EDUA08124,15
MLBI10009,MOGE10004,15
MOGE10004,MOGE10008,15
PHYS10090,PHYS11011,15
PHIL08014,SSPS08012,15
MAEE10002,MECE11008,15
ELCF10002,ELCF10036,15
EFIE07001,EFIE07003,15
PHIL08015,PLIT08018,15
MAEE10002,MAEE11004,15
MECE10016,MECE11006,15
EPCC11017,INFR11136,15
PHYS08049,PHYS08053,15
PHYS08049,PHYS08054,15
EFIE11023,EFIE11032,15
EFIE11025,EFIE11032,15
EPCC11008,EPCC11012,15
DIVI08019,DIVI08034,15
EPCC11003,EPCC11012,15
CMSE11086,CMSE11663,15
INFR11132,INFR11255,15
LAWS11251,LAWS11437,15
BUST10148,BUST10163,15
BUST10108,BUST10160,15
EFIE11027,EFIE11032,15
PHYS10090,PHYS10099,15
ACCN10026,BUST10155,15
ELEE10003,ELEE10020,15
HIST10040,HIST10425,15
EASC10015,ENVI10001,15
INFR11020,INFR11136,15
LAWS11310,LAWS11437,15
ECNM08019,MATH08077,15
ACCN10026,BUST10012,15
INFR11020,MATH10065,15
PHYS10015,PHYS11010,15
DESI08010,DESI08141,15
ELCC10013,ELCF10036,15
PGSP11567,PGSP11602,15
INFR11147,INFR11246,15
DIVI08014,DIVI08028,15
GREE08008,LATI08012,15
EDUA11343,EDUA11344,15
HIST08041,HIST08042,15
ARTX08054,ARTX08093,15
PHYS10096,PHYS11064,15
HIST10419,HIST10425,15
PHYS10043,PHYS10095,15
MATH10010,MATH10073,15
BITE10007,MLBI10017,15
CMSE11546,CMSE11574,15
CMSE11553,CMSE11563,15
EFIE07003,EFIE08003,15
BILG08016,ECSC08003,15
CNST11075,CNST12007,15
ECNM10052,ECNM10113,15
BILG08011,ECSC08008,15
ELCF10002,ELCF10064,15
METE08001,PHYS08049,15
PSYL10131,PSYL10138,15
CMSE11543,CMSE11563,15
PSYL10102,PSYL10175,15
PSYL10131,PSYL10175,15
PSYL10150,PSYL10175,15
MATH11111,MATH11176,15
MECE10009,MECE11004,15
INFR11010,INFR11202,15
MATH10066,PHYS09061,15
MATH10066,PHYS10094,15
