Module_A,Module_B,Clash_Count
LAWS11506,LAWS11520,7
LAWS11396,LAWS11520,7
MATH10101,MATH11226,7
MATH10074,MATH11236,7
PLIT08011,SCIL08008,7
PLIT08017,SCIL08008,7
HIST08041,IMES08033,7
PGEE10006,PGEE11210,7
PSYL10131,PSYL10182,7
LASC10031,LASC10067,7
SCIL10018,SSPS10027,7
SCIL10062,SSPS10027,7
PGHC11334,PGHC11590,7
PGHC11335,PGHC11590,7
INFR11136,INFR11213,7
EPCC11005,EPCC11012,7
BILG09001,BILG09021,7
DESI08010,MUSI08069,7
HIAR08027,MUSI08069,7
BUST08028,BUST08050,7
PSYL10164,PSYL10183,7
PSYL10179,PSYL10183,7
CMSE11537,CMSE11546,7
DIVI08004,DIVI08026,7
CIVE11051,CMSE11485,7
CIVE11053,CMSE11485,7
LAWS11379,LAWS11402,7
SCIL10091,SSPS10027,7
CLGE10017,CLTR10026,7
MUSI10067,MUSI10116,7
MUSI10072,MUSI10116,7
MUSI10110,MUSI10116,7
MUSI10066,MUSI10110,7
MATH10077,MATH11144,7
CNST11079,CNST11090,7
HIST08044,SCPL08010,7
MATH08059,PHIL08005,7
SCAN10021,STIS10001,7
ARCA10064,ARCA10103,7
BIME10036,BIME10038,7
CMSE10002,PSYL10168,7
CMSE10002,PSYL10174,7
LAWS08130,LAWS10274,7
MECE10015,SCEE11017,7
HIST08040,PLIT08012,7
SCAN08015,SCPL08004,7
MATH10069,PHYS10093,7
EFIE11026,EFIE11164,7
DIVI08010,DIVI08015,7
DIVI08015,DIVI08025,7
ASST10095,ECNM10052,7
PLSC10006,PLSC10024,7
PLSC10024,PLSC10026,7
DIVI08004,PHIL08014,7
ASST07019,MATH08063,7
CIVE10032,CIVE11051,7
EDUA11174,REDU11088,7
CNST11084,CNST11097,7
CNST11085,CNST11097,7
EFIE11159,EFIE11312,7
ELEE10006,ELEE11112,7
GEGR08007,SCIL08009,7
CHEM08019,PHYS08026,7
CHEM08031,PHYS08026,7
ELEE10031,ELEE10032,7
INFR11145,INFR11199,7
CACA10018,CLGE10003,7
BILG09005,BILG09006,7
PGSP11156,PGSP11300,7
BUST10150,BUST10162,7
ELEE11104,MECE11008,7
SCAN10031,SCAN10066,7
ECNM11024,ECNM11091,7
INFR10057,INFR10061,7
BUST08018,BUST08052,7
ECNM11002,ECNM11091,7
ECNM11022,ECNM11091,7
ASST10095,ECNM10070,7
PGEE11024,PGEE11173,7
LAWS08119,LAWS08126,7
LASC11028,LASC11031,7
ACCN10026,BUST10021,7
CIVE10006,CIVE10031,7
CIVE10006,CIVE11051,7
BUST10158,ECNM10114,7
ANHI08015,DIVI08001,7
DIVI10048,DIVI10055,7
DIVI10055,DIVI10100,7
PGSP11331,PGSP11353,7
ECNM11025,ECNM11091,7
LAWS11131,LAWS11379,7
ECNM11043,ECNM11091,7
ECNM11051,ECNM11091,7
PHIL10204,PHIL10231,7
MATH10053,MATH11158,7
AFRI08008,IMES08036,7
ARCH08006,ARHI08008,7
HIAR11106,HIAR11114,7
INFR11022,INFR11132,7
MATH08072,PHYS08039,7
INFR10065,INFR11098,7
INFR08020,PSYL08009,7
ELEE11085,ELEE11109,7
ECNM11023,ECNM11091,7
MATH11028,MATH11029,7
PGPH11105,PHYS11064,7
INFR11158,INFR11245,7
DESI11180,DESI11194,7
DESI11183,PGSP11116,7
ARCH10048,CIVE09020,7
DIVI10038,DIVI10120,7
EDUA11206,EDUA11283,7
MATH10003,MATH10010,7
PGSP11246,SCPL11030,7
PLIT10030,PLIT10104,7
LAWS11325,LAWS11517,7
ASST07016,CHEM08019,7
ASST07016,CHEM08031,7
PGPH11097,PHYS11042,7
PHYS11042,PHYS11065,7
PHYS11049,PHYS11055,7
CNST08001,PSYL08010,7
BUST10127,BUST10166,7
CLLC10008,ELCC10013,7
CMSE11494,CMSE11618,7
HIAR11038,HIAR11063,7
HIAR11038,HIAR11106,7
LAWS08133,LAWS10185,7
ANHI10088,ANHI10092,7
ENLI10115,ENLI10368,7
CHEM10043,CHEM10055,7
PLIT08017,SSPS08009,7
PLIT08018,SSPS08009,7
CLLC10008,ELCF10002,7
EDUA09003,EDUA09005,7
EDUA09003,EDUA09006,7
PHYS08021,PHYS08046,7
MATH10071,MATH10077,7
LAWS10202,LAWS10267,7
SCIL08012,SCPL08005,7
GEGR09025,GEGR10138,7
SCAN08005,SSPS08013,7
HIST08044,SCET08009,7
INFR11213,INFR11246,7
PLIT08011,SSPS08009,7
ASST08052,ASST08079,7
ELCG08008,ENLI08024,7
ELCG08008,ENLI08025,7
BIME10063,MSBM10011,7
BIME10063,MSBM10013,7
BIME10063,MSBM10020,7
PHYS11016,PHYS11055,7
PHIL10188,PHIL10229,7
PSYL11098,PSYL11109,7
PSYL11098,PSYL11110,7
DESI11178,PGSP11116,7
HIAR11037,HIAR11063,7
HIAR11037,HIAR11106,7
ASST08057,ASST08073,7
INFR10074,INFR11246,7
EDUA09004,EDUA09005,7
PHIL10007,PHIL10174,7
PHIL10007,PHIL10231,7
PGGE11235,PGGE11241,7
ARHI10026,ARHI10050,7
PHYS08021,PHYS08042,7
PHYS08021,PHYS08043,7
PHYS08021,PHYS08045,7
SHSS10008,SSPS10001,7
MATH10099,MATH11205,7
PHIL08017,PHIL08019,7
MAEE11004,MECE10015,7
EDUA09004,EDUA09006,7
EDUA09005,EDUA09006,7
PGBI11089,PGBI11114,7
ASST08052,ASST08077,7
SPRT10033,SPRT10049,7
ASST08053,ASST08057,7
ARCH08007,ARHI08008,7
ARCH08028,ARHI08008,7
CIVE08026,MATH08074,7
SCAN08012,SSPS08012,7
DIVI10045,LAWS10202,7
CMSE11558,CMSE11560,7
ENLI08020,PSYL08009,7
ENLI08021,PSYL08009,7
PSYL11098,PSYL11113,7
PSYL11099,PSYL11113,7
CLLC11040,CLLC11127,7
PGEE10040,PGEE11125,7
GEGR08017,SCPL08012,7
PLIT08018,SCIL08008,7
ELEE09035,INFR09051,7
CACA10052,CLGE10015,7
ACCN10009,ECNM10070,7
ACCN10010,ECNM10052,7
ACCN10010,ECNM10070,7
MATH08075,SCEE08009,7
MATH08075,SCEE08016,7
LAWS10202,LAWS10275,7
ELEE09034,INFR09032,7
SCEE08009,SCEE08018,7
SCEE08010,SCEE08018,7
SCEE08014,SCEE08018,7
ELCG08008,HIST08044,7
PHIL10134,PHIL10238,7
INFR10080,INFR11199,7
PLIT08021,SSPS08007,7
SSPS08007,SSPS08009,7
MATH10024,MATH10047,7
MATH10047,MATH10053,7
LAWS08133,LAWS10284,7
MATH10082,MATH10100,7
PHYS10035,PHYS11044,7
MATH10053,MATH10106,7
ACCN10009,ECNM10052,7
PHIL10103,PHIL10134,7
ECNM10030,MATH10028,7
BICH10007,MLBI10022,7
MATH10077,MATH11205,7
LAWS08114,LAWS08145,7
LAWS08144,LAWS08145,7
GEGR08010,SCAN08015,7
ECNM10070,MATH10003,7
GEGR10107,GEGR10120,7
CMSE11408,CMSE11498,7
PGEE10040,PGEE11250,7
PGEE10040,PGEE11264,7
ANHI10102,ANHI10109,7
MLBI10009,MLBI10022,7
MLBI10022,MOGE10008,7
ELEE09032,INFR09032,7
GREE08003,LATI08009,7
CELT08006,EDUA08096,7
ECNM11017,ECNM11025,7
ECNM11017,ECNM11043,7
ELCI10018,ELCI10033,7
ELCI10018,ELCI10035,7
GENE10015,MOGE10006,7
INFR11144,INFR11280,7
ECNM10085,ECNM10118,7
PHIL10181,PHIL10214,7
ECNM11017,ECNM11022,7
ECNM11017,ECNM11023,7
ECNM11017,ECNM11024,7
ARCA10064,ARCA10083,7
AFRI08008,GEGR08016,7
ENLI10280,ENLI10422,7
PHYS10035,PHYS11041,7
PHYS11035,PHYS11041,7
PHYS11041,PHYS11053,7
BILG09019,BILG09021,7
ELEE10006,ELEE11107,7
BIME10035,PHBM10036,7
ELCC08006,ELCH08018,7
ELCC08006,ELCH08019,7
GREE08004,LATI08009,7
ENLI10080,ENLI10373,7
ENLI10083,ENLI10423,7
ENLI10083,ENLI10424,7
DESI11106,DESI11107,7
PSYL10141,PSYL10183,7
LASC10030,LASC10124,7
ACCN10026,BUST10124,7
ARCA10065,ARCA10083,7
GEGR09018,GEGR10140,7
GEGR09019,GEGR10140,7
GEGR10131,GEGR10140,7
ENLI08020,PHIL08019,7
LASC08020,PSYL08015,7
ECNM11017,ECNM11051,7
PHIL10212,PHIL10219,7
MATH08068,PHYS08039,7
CMSE11409,CMSE11458,7
EFIE11024,EFIE11160,7
ASST07019,BUST08018,7
ECNM11002,ECNM11017,7
HIAR08027,SCIL08018,7
HIAR08025,HIAR08028,7
MUSI08054,MUSI08080,7
SPRT08023,SPRT08028,7
SPRT08024,SPRT08028,7
INFR11010,MATH11177,7
ELCR08009,ELCR08012,7
MATH11111,MATH11132,7
ELEE10028,ELEE11107,7
EVBI10010,GENE10019,7
EVBI10010,MLBI10009,7
EVBI10010,MOGE10008,7
PGSP11367,PGSP11466,7
GENE10019,MLBI10009,7
GENE10019,MOGE10008,7
ECNM08016,ELCF07011,7
NUST10054,NUST11103,7
NUST11101,NUST11103,7
ELCR08012,HIST08044,7
ELEE10029,MECE10012,7
ELEE10032,MECE10012,7
NUST10054,NUST11101,7
BUST08003,PSYL08011,7
BUST08003,PSYL08012,7
BUST08003,PSYL08015,7
ASST07019,MATH07003,7
CELT08006,EDUA08099,7
CELT08006,EDUA08111,7
SPRT08019,SPRT08028,7
PHYS10097,PHYS11016,7
PHYS10097,PHYS11049,7
BUST08051,ECNM08016,7
ACCN10026,ECNM10101,7
ARHI10019,SCEE11014,7
SPRT08020,SPRT08028,7
ENLI10249,ENLI10424,7
GEGR09012,GEGR10141,7
EDUA11425,EDUA11436,7
EDUA11425,EDUA11437,7
EDUA11425,REDU11093,7
GEGR08016,SCAN08012,7
GEGR08017,SCAN08012,7
INFR11017,INFR11130,7
DIVI08013,DIVI08034,7
ENLI10423,ENLI10428,7
ENLI10096,ENLI10368,7
CMSE11576,INFR11205,7
ECNM10085,MATH10095,7
PHYS11016,PHYS11019,7
PHYS11019,PHYS11049,7
GESC11001,GESC11003,7
EFIE11032,EFIE11038,7
DESI11092,DESI11107,7
PGSP11203,PGSP11604,7
MATH07003,PHIL08004,7
GREE10037,LATI10002,7
MATH08077,PHYS08036,7
MATH07003,SCIL08012,7
MATH07003,SCIL08013,7
BIME10002,BIME10075,7
BIME10038,BIME10075,7
CIVE11049,CIVE11055,7
GEGR08015,SCAN08012,7
MATH10064,MATH11111,7
MATH10064,MATH11131,7
MATH10065,MATH11247,7
INFR11202,INFR11211,7
MECE10012,SCEE11017,7
MATH10010,MATH10100,7
PGPH11104,PHYS11041,7
LLLJ07016,LLLJ07024,7
LLLJ07016,LLLJ07029,7
MATH10067,MATH10102,7
PHYS08016,PHYS08059,7
EASC10080,EASC10094,7
CHEE10002,CHEE11023,7
EASC10094,EASC10121,7
SCIL10081,SHSS10011,7
GREE10038,LATI10004,7
ARJA10002,ARJA10004,7
ELCC10015,ELCH10013,7
ELCH10013,ELCH10026,7
ENLI08020,SCAN08015,7
CHEE10005,CHEE11023,7
CHEE10008,CHEE11023,7
CHEE10009,SCEE11008,7
CHEE10010,CHEE11023,7
CHEE11023,MAEE10005,7
CHEE11023,SCEE11008,7
MATH10100,MATH11140,7
MECE10004,SCEE11017,7
EASC08025,PHYS08043,7
PGSP11172,SCAN11029,7
PLIT10059,PLIT10154,7
MUSI11063,MUSI11066,7
BUST08051,BUST08052,7
PGEE11038,PGEE11125,7
PGGE11010,PGGE11018,7
PGGE11018,PGGE11238,7
ASST08075,ELCF08012,7
ASST08075,ELCF08013,7
ASST08076,ELCF08012,7
ASST08076,ELCF08013,7
PGSP11563,SCPL11017,7
ELCR08011,HIAR08028,7
PGSP11240,PGSP11369,7
PGSP11296,PGSP11369,7
PGSP11369,PGSP11420,7
PGSP11369,SCAN11027,7
CIVE11051,MECE10009,7
SHSS10007,SSPS10001,7
ASST08081,ELCF08012,7
ASST08081,ELCF08013,7
ASST08057,ASST08058,7
CHEE10004,CHEE11023,7
PLIT10057,PLIT10160,7
ASST10121,ASST10141,7
ASST10133,ASST10141,7
ASST10141,ASST10148,7
PHYS10087,PHYS10095,7
PHYS10100,PHYS11040,7
PLIT10151,PLIT10163,7
PGGE11018,PGGE11263,7
PGGE11018,PGGE11286,7
EASC10100,EASC10120,7
BUST10142,MATH10013,7
BUST10142,MATH11226,7
PHYS11024,PHYS11040,7
INFR11209,INFR11280,7
GEGR08010,GESC08003,7
DESI10092,DESI10122,7
SCIL10058,SCIL10064,7
BUST10127,BUST10144,7
ENLI10099,ENLI10415,7
EDUA11283,EDUA11296,7
INFR11218,INFR11256,7
PGBI11003,PGBI11115,7
PGBI11095,PGBI11115,7
PGBI11114,PGBI11115,7
INFR11022,INFR11218,7
SHSS08005,SHSS08008,7
SCIL10062,SCPL10020,7
LAWS08133,LAWS10083,7
ELCH10059,ELCH10073,7
ECSC09004,GEGR10146,7
ECSC09007,GEGR10146,7
ENLI10099,ENLI10304,7
BUST10067,BUST10159,7
ARCA10064,ARCA10077,7
INFR11147,INFR11209,7
SCAN10082,STIS10013,7
SCAN10083,STIS10013,7
ECNM10061,ECNM10119,7
BUST10157,BUST10166,7
BILG09006,BILG09010,7
MATH11227,PGPH11097,7
ELCC10015,ELCF10075,7
ELCF10075,ELCH10026,7
PGHC11334,PGHC11407,7
PGHC11335,PGHC11407,7
CIVE10022,MECE11004,7
MAEE10002,MECE11004,7
MAEE11004,SCEE11008,7
METE08002,PHYS08058,7
BIME10058,BIME10062,7
SCAN10023,SCAN10093,7
SCAN10037,SCAN10093,7
EFIE11014,EFIE11116,7
EFIE11102,EFIE11116,7
LAWS11402,LAWS11431,7
ENLI10387,ENLI10423,7
ENLI10387,ENLI10424,7
PGSP11116,PGSP11630,7
PGSP11522,SCIL11009,7
INFR11150,INFR11280,7
EDUA11370,EDUA11458,7
ELCF08006,IMES08027,7
ELCF08006,IMES08033,7
EFIE11002,EFIE11058,7
INFR11017,INFR11225,7
EDUA11372,EDUA11458,7
EDUA11380,EDUA11458,7
EDUA11384,EDUA11458,7
CMSE11533,CMSE11575,7
ARCA08014,SCET08007,7
EASC08011,EASC08028,7
PHYS10015,PHYS10097,7
AFRI08008,HIST08041,7
PSYL10141,PSYL10161,7
INFD11005,PGBI11003,7
ELCG08002,PLIT08011,7
ECNM10086,ECNM10113,7
METE08002,PHYS08045,7
METE08002,PHYS08046,7
METE08002,PHYS08049,7
ELEE10032,ELEE11085,7
ELEE10032,MECE10004,7
ELEE10032,MECE11009,7
ARHI10039,ARHI10061,7
ACCN10014,BUST10157,7
BUST10158,ECNM10101,7
MATH10053,MATH10099,7
CIVE10030,MECE11017,7
ELEE11085,SCEE11017,7
LASC11031,LASC11187,7
BUST10113,BUST10160,7
MATH10013,MATH10106,7
LAWS08123,PLIT08008,7
HIAR08028,SCIL08017,7
MUSI11034,MUSI11048,7
MUSI10021,MUSI10072,7
IMES08051,PLIT08009,7
INFR10080,INFR11247,7
DESI08010,MUSI08078,7
MUSI08078,SCAN08015,7
CLGE08001,HIAR08026,7
MATH08064,PHYS08060,7
MATH08065,PHYS08060,7
MATH08066,PHYS08060,7
DESI10083,DESI10122,7
DESI10084,DESI10122,7
DESI10122,DESI10129,7
PSYL10135,PSYL10179,7
INFR10080,INFR11280,7
INFR11247,INFR11255,7
PSYL10102,PSYL10164,7
ELEE10029,MECE11009,7
PGEE11125,PGEE11219,7
NUST11096,NUST11129,7
NUST11096,SHSS11011,7
ZLGY10013,ZLGY10031,7
PHIL10167,PHIL10209,7
ASST10121,ASST10156,7
ASST10133,ASST10156,7
ASST10148,ASST10156,7
MUSI10016,MUSI10072,7
HIAR08026,HIAR08027,7
ELEE10029,ELEE11085,7
ELEE10029,MECE10004,7
PSYL10131,PSYL10164,7
PLIT08020,SCAN08005,7
PLIT08020,SCAN08011,7
EFIE11002,EFIE11116,7
PHIL10225,PHIL10231,7
CELT08024,HIST08044,7
EASC08028,GEGR08010,7
ENLI10379,ENLI10415,7
ELCS10008,ELCS10042,7
CIVE08023,ELEE08020,7
PHIL08020,PSYL08013,7
SCAN08015,SCIL08016,7
CHEE08013,SCEE08008,7
CHEE08017,SCEE08008,7
CHEE08019,SCEE08008,7
ARCH11010,MUSI11066,7
INFD11005,PGBI11095,7
INFD11005,PGBI11114,7
MATH08051,PHYS08060,7
MATH10077,MATH10082,7
MATH10100,MATH11088,7
ELCC10015,ELCH10072,7
ELCH10026,ELCH10072,7
PLIT10057,PLIT10175,7
PSYL10150,PSYL10164,7
BUST08042,MATH08051,7
BUST08042,MATH08063,7
BUST08042,MATH08064,7
BIME08012,SCPL08016,7
BUST08042,MATH08065,7
BUST08042,MATH08066,7
CIVE10022,MECE10012,7
CLGE10003,LATI10004,7
ENLI10099,ENLI10357,7
ENLI10357,ENLI10422,7
PHIL10175,PHIL10231,7
EDUA11249,EDUA11372,7
EDUA11249,EDUA11380,7
EDUA11249,EDUA11384,7
EDUA11249,EDUA11458,7
EDUA11367,EDUA11458,7
PLIT10048,PLIT10057,7
DESI08141,PHIL08017,7
SCPL11015,SCPL11017,7
PHYS10015,PHYS11064,7
PHYS11016,PHYS11044,7
PHYS11044,PHYS11049,7
EVBI10010,ZLGY10026,7
EVBI10011,ZLGY10026,7
SCPL10012,SCPL10043,7
BUST08042,MATH08068,7
MATH10028,MATH10100,7
EFIE11015,EFIE11058,7
EFIE11016,EFIE11058,7
ECNM10070,ECNM10114,7
BUST10151,BUST10160,7
MATH08063,PHYS08060,7
PUHR11040,PUHR11114,7
ELCS10009,ELCS10042,7
PHIL10005,PHIL10155,7
AFRI08001,IMES08037,7
MATH10028,MATH11175,7
MATH10028,MATH11207,7
MLBI10017,MLBI10019,7
MATH11028,MATH11205,7
BUST10024,BUST10092,7
EDUA11249,EDUA11367,7
EDUA11249,EDUA11370,7
EPCC11006,EPCC11007,7
ECNM10085,ECNM10114,7
BIME10027,BIME10038,7
EDUA08121,EDUA08125,7
EDUA08122,EDUA08125,7
EPCC11006,EPCC11010,7
IMES08033,PLIT08008,7
PLIT08008,SSPS08008,7
EFIE11058,EFIE11118,7
MATH11138,PHYS11065,7
CHEE11008,CHEE11029,7
EPCC11001,EPCC11006,7
EDUA08123,EDUA08125,7
EDUA08124,EDUA08125,7
SCWR08007,SHSS08007,7
EPCC11006,EPCC11009,7
BUST08039,BUST08052,7
PGSP11156,PGSP11521,7
ARTX08090,HIAR08025,7
PLIT08021,SCIL08018,7
MATH11111,MATH11190,7
ECSC09005,ECSC10041,7
LASC10067,LASC10085,7
CIVE08020,ELEE08022,7
ASST07008,BUST08051,7
MATH10065,MATH11190,7
MATH11007,MATH11190,7
MATH11028,MATH11187,7
PGHC11335,PGHC11341,7
EPCC11002,EPCC11006,7
EPCC11003,EPCC11006,7
EPCC11004,EPCC11006,7
CIVE08023,ELEE08015,7
PGHC11334,PGHC11341,7
PHYS10087,PHYS10097,7
PHYS10087,PHYS11010,7
LLLG07127,PHIL07002,7
PHIL10167,PHIL10241,7
ECSC10030,ECSC10041,7
DIVI08022,DIVI08028,7
LASC08023,PSYL08010,7
EFIE11058,EFIE11119,7
EFIE11058,EFIE11120,7
MATH11235,PHYS11065,7
ENLI10368,ENLI10406,7
LAWS11439,LAWS11505,7
ARTX10051,HIAR10171,7
ELCH08002,HIST08034,7
CMSE11648,INFR11147,7
LLLG07129,PHIL07002,7
SCWR08008,SCWR08009,7
PLIT08008,SCIL08018,7
PGSP11104,PGSP11203,7
DESI08010,DESI08102,7
GREE10009,LATI10051,7
INFR10064,INFR11246,7
ECNM10112,ECNM10114,7
MATH10073,MATH10106,7
MATH10106,MATH11226,7
MATH11053,MATH11138,7
ECNM10086,ECNM10108,7
IMES08037,IMES08051,7
HIST08034,SCIL08018,7
MUSI10106,MUSI10109,7
DIVI08004,HIST08043,7
ECNM10056,MATH10066,7
DIVI08015,DIVI08019,7
DIVI08028,DIVI08034,7
ASST07008,INFR08026,7
GREE08009,LATI08012,7
ASST07008,INFR08030,7
LAWS11374,LAWS11463,7
INFR11098,INFR11246,7
ASST08042,HIST08044,7
INFR10080,INFR11217,7
BUST10092,BUST10142,7
BUST10129,BUST10142,7
ECNM10110,ECNM10114,7
BUST10150,BUST10159,7
GEGR09019,GEGR10146,7
CMSE11626,INFR11205,7
CMSE11626,INFR11216,7
INFR11145,INFR11245,7
PSYL10004,SCIL10072,7
BILG08023,BUST08036,7
PLIT08009,SCAN08016,7
PLIT10109,PLIT10154,7
ENLI08020,IMES08037,7
ENLI08021,IMES08037,7
DESI08010,PSYL08011,7
DESI08010,PSYL08012,7
SCAN08012,SCIL08016,7
LLLG07067,LLLG07127,7
LLLG07067,LLLG07129,7
LLLG07067,LLLI07031,7
CLGE08004,GREE08004,7
BUST10032,BUST10142,6
INFR10080,INFR11202,6
LAWS08119,LAWS08127,6
BIME10059,MSBM10020,6
ASST07008,INFR08031,6
MUSI08078,PHIL08014,6
LASC10002,LASC10086,6
EDUA11236,REDU11088,6
EDUA11174,EDUA11236,6
PHIL10155,PHIL10213,6
SCIL08012,SCPL08015,6
PLIT10135,PLIT10154,6
LAWS11463,LAWS11520,6
ELCF08013,HIAR08027,6
ELCF08012,HIAR08027,6
MUSI08054,MUSI08074,6
DESI08084,DESI08110,6
ANHI08015,DIVI08015,6
PHIL10147,PHIL10190,6
DESI08010,SCIL08018,6
PGGE11237,PGGE11300,6
MATH11132,MATH11148,6
PGGE11223,PGGE11300,6
PGGE11004,PGGE11300,6
PGGE11003,PGGE11300,6
PGGE11268,PGGE11269,6
ELCC10015,ELCF10082,6
BUST10092,CMSE10002,6
BUST09007,BUST10092,6
INFR11150,INFR11241,6
LAWS08118,PLIT08021,6
LAWS08114,PLIT08008,6
ARTX10054,HIAR10145,6
INFR10057,INFR11223,6
PGGE11192,PGGE11269,6
PGGE11192,PGGE11268,6
PLIT10106,PLIT10133,6
SCIL08018,SSPS08008,6
SCAN08013,SCIL08016,6
EFIE11024,EFIE11030,6
DESI08087,DESI08150,6
DESI08087,DESI08149,6
DIVI08015,HIST08041,6
PSYL11065,PSYL11104,6
INFR11010,INFR11246,6
INFR11224,INFR11236,6
INFR10054,LASC10061,6
LASC10056,LASC10067,6
MECE10007,MECE10017,6
EASC08004,VETS08016,6
GREE10009,LATI10004,6
CNST11087,CNST11094,6
PHIL10212,PHIL10243,6
PHIL10186,PHIL10243,6
PHIL10186,PHIL10212,6
PHIL10082,PHIL10186,6
PLIT08009,SCIL08018,6
SCWR08007,SHSS08004,6
CMSE11624,CMSE11628,6
ELCC08003,ELCC08005,6
HIAR10145,HIAR10170,6
CMSE11622,CMSE11628,6
CMSE11590,CMSE11628,6
CMSE11479,CMSE11628,6
ELCF10003,ELCF10076,6
ECSC10030,SCIL10024,6
MATH10064,MATH10098,6
PGHC11334,PGHC11397,6
ARTX08090,HIAR08026,6
BUST08039,BUST08051,6
BUST08039,BUST08045,6
ELCG10022,ELCG10031,6
ELCG10017,ELCG10022,6
ASST07008,MATH07003,6
MATH10074,PHYS11019,6
MATH10074,PHYS11011,6
ANHI10111,ANHI10113,6
MATH10017,MATH10082,6
CLLC11065,CLLC11146,6
INFR11017,INFR11278,6
ELEE10006,ELEE11097,6
INFR10074,INFR11249,6
ECNM10030,MATH10096,6
CMSE11628,CMSE11644,6
SCIL10083,STIS10001,6
LASC10049,LASC10086,6
CNST08002,SHSS08008,6
CNST08002,SCWR08008,6
PHIL10213,PHIL10231,6
PHIL10213,PHIL10225,6
CNST08001,SCWR08008,6
LAWS11221,LAWS11475,6
ELEE10010,ELEE10028,6
MATH11138,MATH11144,6
MATH10106,MATH11236,6
MATH10017,MATH11138,6
EFIE11036,EFIE11058,6
BUST10023,ECNM10056,6
MATH10003,MATH11205,6
MUSI10095,MUSI10112,6
DESI09097,DESI09099,6
DESI09075,DESI09097,6
PGHC11335,PGHC11397,6
MATH11007,MATH11205,6
EASC10082,PGGE11144,6
LASC08023,PPLS08002,6
MATH10065,MATH11193,6
MATH11111,MATH11236,6
LAWS11325,LAWS11475,6
SCAN10037,SCAN10066,6
ENLI08024,SCAN08012,6
DIVI08001,DIVI08015,6
DIVI10055,DIVI10117,6
CIVE11051,MAEE11004,6
ECNM10068,ECNM10087,6
MATH11028,MATH11192,6
LAWS11190,LAWS11423,6
LAWS08128,PLIT08009,6
LAWS08123,PLIT08009,6
LAWS11438,LAWS11440,6
INFD11005,PGBI11129,6
INFD11005,PGBI11122,6
ARCH11287,ARCH11288,6
HIST08041,IMES08036,6
MATH11138,PHYS11049,6
MATH11138,PHYS11016,6
MATH11138,PGPH11097,6
MATH10074,PHYS10106,6
MATH10074,PHYS10099,6
ASST07024,ASST07025,6
MATH11192,MATH11193,6
MATH11190,MATH11199,6
MATH11176,MATH11244,6
BUST08005,PSYL08012,6
AFRI08008,SSPS08012,6
ELCS10009,ELCS10043,6
ELCS10008,ELCS10043,6
CLPS11098,CLPS12038,6
HIAR08026,PLIT08016,6
HIAR08025,PLIT08016,6
ENLI08025,SCAN08012,6
MATH11235,PHYS11049,6
LAWS11440,LAWS11441,6
PGGE11139,PGGE11144,6
INFR08020,PSYL08010,6
PHYS11037,PHYS11059,6
PHYS10112,PHYS11037,6
PHYS10111,PHYS11037,6
PHYS10086,PHYS11037,6
PGBI11003,PGBI11089,6
HIST08042,SAST08003,6
MATH08075,MECE08009,6
MATH08066,PHYS08051,6
PGSP11363,SCPL11015,6
IPHP11003,SCPL11015,6
IPHP11002,SCPL11015,6
ECNM10109,ECNM10113,6
CMSE10002,LAWS10202,6
BUST10168,CMSE10002,6
BIME10002,BIME10027,6
ECNM10114,PLIT10030,6
INFR08020,INFR08026,6
LAWS11440,LAWS11443,6
LASC10031,LASC10109,6
LASC10031,LASC10100,6
LASC10021,LASC10109,6
PSYL10160,PSYL10176,6
MATH11235,PHYS11016,6
MATH11235,PGPH11097,6
ANHI10102,CLGE10003,6
ANHI10056,CLGE10003,6
HIAR11036,HIAR11114,6
HIAR11036,HIAR11038,6
ELCG08002,PLIT08018,6
ELCG08002,PLIT08017,6
DESI11120,DESI11164,6
DESI11118,DESI11164,6
MATH10071,MATH11183,6
CMSE11409,CMSE11470,6
PGEE10006,PGEE11195,6
MUSI08069,MUSI08073,6
BUST10033,BUST10162,6
BUST10155,BUST10156,6
CIVE10022,MAEE11004,6
INFR11209,INFR11236,6
PGGE11144,PGGE11271,6
PGGE11144,PGGE11261,6
PGGE11144,PGGE11172,6
PHIL10190,PHIL10237,6
LAWS11131,LAWS11431,6
SCIL08009,STIS08010,6
PLIT10106,PLIT10173,6
CHEE10004,CHEE11030,6
CHEE10002,CHEE11030,6
ENLI10099,ENLI10394,6
SHSS08001,SHSS08002,6
MATH10017,MATH10086,6
HIAR08027,PHIL08014,6
DIVI08001,HIAR08027,6
PLIT10030,PLIT10179,6
PSYL10176,PSYL10183,6
BUST08040,ELCH07011,6
BUST10120,BUST10144,6
BILG09015,BIME09003,6
LAWS10176,LAWS10282,6
HIAR11082,HIAR11114,6
EFIE11038,EFIE11058,6
SCIL10047,SCIL10058,6
SCIL10045,SHSS10011,6
PGHC11335,PGHC11601,6
PGHC11334,PGHC11601,6
ASST08042,ASST08065,6
HIAR10156,HIAR10205,6
MATH10102,MATH11185,6
LAWS10083,LAWS10086,6
SCIL08013,SCPL08005,6
BUST08050,BUST08056,6
BUST08049,BUST08056,6
BUST08030,BUST08056,6
DESI08141,PHIL08014,6
CIVE11053,MECE10017,6
EVBI10008,ZLGY10026,6
HIST08042,IMES08037,6
LAWS08133,LAWS10195,6
PGPH11085,PGPH11097,6
PHYS10043,PHYS11040,6
BUST10142,MATH10102,6
LASC10085,LASC10086,6
BUST10133,CMSE10003,6
PGSP11172,PGSP11178,6
