Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus,Day,Start_Time,Time_Blocks,Session_ID
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,9,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W9
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,10,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W10
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,11,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W11
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,12,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W12
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,9,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W9
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,10,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W10
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,12,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W12
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,13,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W13
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,15,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W15
Moray House School of Education and Sport,SPRT08021,E:GL4OIX2DC2,Tutorial,50,20.0,Friday 14:00,6,17,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Friday,14:00,1,E:GL4OIX2DC2_W17
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,27,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W27
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,28,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W28
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,29,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W29
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,30,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W30
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,31,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W31
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,32,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W32
Centre for Open Learning,LLLJ07029,E:7V4GBEP3NJ,Activity,80,20.0,Wednesday 14:00,11,35,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,14:00,2,E:7V4GBEP3NJ_W35
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,32,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W32
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,33,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W33
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,34,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W34
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,35,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W35
Centre for Open Learning,ENLI07001,E:JCBW3YATI2,Activity,80,20.0,Wednesday 09:00,11,34,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:JCBW3YATI2_W34
Centre for Open Learning,ENLI07001,E:JCBW3YATI2,Activity,80,20.0,Wednesday 09:00,11,35,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:JCBW3YATI2_W35
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,25,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W25
Centre for Open Learning,ENLI07001,E:CI2TYT6WHE,Activity,80,20.0,Friday 09:00,11,26,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Friday,09:00,2,E:CI2TYT6WHE_W26
Moray House School of Education and Sport,EDUA11187,E:65GFAC1Y9T,Workshop,50,20.0,Friday 11:00,9,18,0558_04_4.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,11:00,1,E:65GFAC1Y9T_W18
Moray House School of Education and Sport,EDUA10093,E:YTM18MTZIZ,Lecture,180,20.0,Thursday 10:00,2,26,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,10:00,3,E:YTM18MTZIZ_W26
Moray House School of Education and Sport,EDUA10093,E:YTM18MTZIZ,Lecture,180,20.0,Thursday 10:00,2,27,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,10:00,3,E:YTM18MTZIZ_W27
Moray House School of Education and Sport,REDU11045,E:1FU9M5EOO3,Workshop,90,20.0,Monday 10:00,5,26,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:1FU9M5EOO3_W26
Moray House School of Education and Sport,REDU11045,E:1FU9M5EOO3,Workshop,90,20.0,Monday 10:00,5,27,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:1FU9M5EOO3_W27
Moray House School of Education and Sport,REDU11045,E:1FU9M5EOO3,Workshop,90,20.0,Monday 10:00,5,28,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:1FU9M5EOO3_W28
Moray House School of Education and Sport,REDU11045,E:1FU9M5EOO3,Workshop,90,20.0,Monday 10:00,5,29,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:1FU9M5EOO3_W29
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,12,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W12
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,13,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W13
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,14,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W14
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,15,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W15
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,16,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W16
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,17,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W17
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,18,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W18
Moray House School of Education and Sport,EDUA07005,E:UYA8WYD4OL,Lecture,90,20.0,Monday 10:00,2,9,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:UYA8WYD4OL_W9
Moray House School of Education and Sport,EDUA07005,E:UYA8WYD4OL,Lecture,90,20.0,Monday 10:00,2,10,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:UYA8WYD4OL_W10
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,28,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W28
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,29,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W29
Moray House School of Education and Sport,EDUA11305,E:PNSGGPAZ48,Workshop,110,20.0,Wednesday 09:00,7,30,0558_05_5.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,09:00,2,E:PNSGGPAZ48_W30
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,9,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W9
Centre for Open Learning,LLLJ07029,E:7V4GBEP3NJ,Activity,80,20.0,Wednesday 14:00,11,25,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,14:00,2,E:7V4GBEP3NJ_W25
Centre for Open Learning,LLLJ07029,E:7V4GBEP3NJ,Activity,80,20.0,Wednesday 14:00,11,26,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,14:00,2,E:7V4GBEP3NJ_W26
Centre for Open Learning,LLLJ07029,E:7V4GBEP3NJ,Activity,80,20.0,Wednesday 14:00,11,27,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,14:00,2,E:7V4GBEP3NJ_W27
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,12,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W12
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,13,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W13
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,14,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W14
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,15,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W15
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,16,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W16
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,17,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W17
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,18,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W18
Moray House School of Education and Sport,SPRT08031,E:APTJWHZ4GA-00001,Seminar,50,20.0,Thursday 10:00,5,26,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,1,E:APTJWHZ4GA-00001_W26
Moray House School of Education and Sport,SPRT08031,E:APTJWHZ4GA-00001,Seminar,50,20.0,Thursday 10:00,5,27,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,1,E:APTJWHZ4GA-00001_W27
Moray House School of Education and Sport,SPRT08031,E:APTJWHZ4GA-00001,Seminar,50,20.0,Thursday 10:00,5,28,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,1,E:APTJWHZ4GA-00001_W28
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,15,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W15
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,16,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W16
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,17,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W17
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,18,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W18
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,10,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W10
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,11,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W11
Edinburgh Medical School,MBCH08013,E:2K9OK9RCGU-00001,Tutorial,80,20.0,Thursday 11:30,3,11,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,11:30,2,E:2K9OK9RCGU-00001_W11
Edinburgh Medical School,MBCH08013,E:2K9OK9RCGU-00001,Tutorial,80,20.0,Thursday 11:30,3,17,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,11:30,2,E:2K9OK9RCGU-00001_W17
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,11,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W11
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,12,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W12
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,13,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W13
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,14,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W14
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,15,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W15
Moray House School of Education and Sport,REDU11046,E:RYEFG1STVY,Workshop,90,20.0,Monday 10:00,6,16,0551_01_1.21,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:RYEFG1STVY_W16
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,13,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W13
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,14,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W14
Moray House School of Education and Sport,SPRT08031,E:APTJWHZ4GA-00001,Seminar,50,20.0,Thursday 10:00,5,29,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,1,E:APTJWHZ4GA-00001_W29
Moray House School of Education and Sport,SPRT08031,E:APTJWHZ4GA-00001,Seminar,50,20.0,Thursday 10:00,5,30,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,10:00,1,E:APTJWHZ4GA-00001_W30
Moray House School of Education and Sport,EDUA11187,E:5I172E6JZI,Workshop,50,20.0,Monday 15:00,10,9,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,15:00,1,E:5I172E6JZI_W9
Centre for Open Learning,,E:HRYTNNMOAT-00001,Activity,140,20.0,Tuesday 14:00,2,10,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,14:00,3,E:HRYTNNMOAT-00001_W10
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,10,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W10
Moray House School of Education and Sport,EDUA11187,E:ZVN97TL43Q,Workshop,50,20.0,Wednesday 11:00,10,11,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,1,E:ZVN97TL43Q_W11
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,11,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W11
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,12,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W12
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,13,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W13
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,14,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W14
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,15,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W15
Moray House School of Education and Sport,REDU11046,E:JKLJV3QX5D,Workshop,90,20.0,Monday 11:30,6,16,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,11:30,2,E:JKLJV3QX5D_W16
Moray House School of Education and Sport,EDUA08124,E:XIYDXDPMET,Workshop,110,20.0,Wednesday 11:00,11,28,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,2,E:XIYDXDPMET_W28
Moray House School of Education and Sport,EDUA07004,E:XY3SBELAAL,Lecture,170,20.0,Monday 13:00,11,19,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,13:00,3,E:XY3SBELAAL_W19
Moray House School of Education and Sport,SPRT08032,E:K3XLDXQ75B,Seminar,50,20.0,Thursday 14:00,9,14,0558_03_3.13,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,14:00,1,E:K3XLDXQ75B_W14
Moray House School of Education and Sport,REDU11046,E:JLB6NAKI2B,Workshop,80,20.0,Monday 16:00,6,11,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,16:00,2,E:JLB6NAKI2B_W11
Moray House School of Education and Sport,EDUA07004,E:XY3SBELAAL,Lecture,170,20.0,Monday 13:00,11,13,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,13:00,3,E:XY3SBELAAL_W13
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,9,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W9
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,9,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W9
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,10,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W10
Centre for Open Learning,PHIL07002,E:EW7HHTQHKI,Activity,80,20.0,Thursday 15:00,11,19,0564_00_G4,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,2,E:EW7HHTQHKI_W19
Edinburgh Medical School,MBCH08013,E:2K9OK9RCGU-00001,Tutorial,80,20.0,Thursday 11:30,3,9,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,11:30,2,E:2K9OK9RCGU-00001_W9
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,14,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W14
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,15,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W15
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,16,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W16
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,17,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W17
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,18,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W18
Moray House School of Education and Sport,EDUA11206,E:SCBH2EBADU-3,Workshop,110,20.0,Friday 14:00,4,33,0558_02_2.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:SCBH2EBADU-3_W33
Moray House School of Education and Sport,EDUA11206,E:SCBH2EBADU-3,Workshop,110,20.0,Friday 14:00,4,34,0558_02_2.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:SCBH2EBADU-3_W34
Moray House School of Education and Sport,EDUA11206,E:SCBH2EBADU-3,Workshop,110,20.0,Friday 14:00,4,35,0558_02_2.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:SCBH2EBADU-3_W35
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,14,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W14
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,15,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W15
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,16,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W16
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,17,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W17
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,18,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W18
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,19,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W19
Centre for Open Learning,,E:HRYTNNMOAT-00001,Activity,140,20.0,Tuesday 14:00,2,14,0555_01_1.15,Centrally Allocated Space,General Teaching,Thomsons Land,Holyrood,Tuesday,14:00,3,E:HRYTNNMOAT-00001_W14
Moray House School of Education and Sport,EDUA07005,E:LD8CVJEQ2X,Lecture,90,20.0,Monday 10:00,1,15,0551_01_1.19,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Monday,10:00,2,E:LD8CVJEQ2X_W15
Edinburgh Medical School,MBCH08013,E:CLMZSI85P9-00001,Tutorial,80,20.0,Thursday 11:30,2,15,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:30,2,E:CLMZSI85P9-00001_W15
Edinburgh Medical School,MBCH09021,E:P3BA8LHAR8-00001,Tutorial,50,20.0,Thursday 15:00,4,10,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:P3BA8LHAR8-00001_W10
