Module Department,Module Code,Event ID,Event Type,Duration (minutes),Event Size,Timeslot,Number of Weeks,Weeks,Room,Room Type 1,Room type 2,Building,Campus,Day,Start_Time,Time_Blocks,Session_ID
Edinburgh Medical School,MBCH09021,E:P3BA8LHAR8-00001,Tutorial,50,20.0,Thursday 15:00,4,12,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:P3BA8LHAR8-00001_W12
Edinburgh Medical School,MBCH09021,E:P3BA8LHAR8-00001,Tutorial,50,20.0,Thursday 15:00,4,15,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:P3BA8LHAR8-00001_W15
Edinburgh Medical School,MBCH09021,E:P3BA8LHAR8-00001,Tutorial,50,20.0,Thursday 15:00,4,18,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:P3BA8LHAR8-00001_W18
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,13,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W13
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,14,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W14
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,15,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W15
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,16,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W16
Moray House School of Education and Sport,EDUA11206,E:SCBH2EBADU-3,Workshop,110,20.0,Friday 14:00,4,32,0558_02_2.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,14:00,2,E:SCBH2EBADU-3_W32
Moray House School of Education and Sport,REDU11045,E:6PK6L1JV1H,Workshop,90,20.0,Tuesday 10:00,5,27,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,2,E:6PK6L1JV1H_W27
Moray House School of Education and Sport,REDU11045,E:6PK6L1JV1H,Workshop,90,20.0,Tuesday 10:00,5,28,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,2,E:6PK6L1JV1H_W28
Moray House School of Education and Sport,REDU11045,E:6PK6L1JV1H,Workshop,90,20.0,Tuesday 10:00,5,29,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,2,E:6PK6L1JV1H_W29
Moray House School of Education and Sport,REDU11045,E:6PK6L1JV1H,Workshop,90,20.0,Tuesday 10:00,5,30,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,2,E:6PK6L1JV1H_W30
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,11,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W11
Moray House School of Education and Sport,SPRT08032,E:UJNY4YXWYS,Seminar,50,20.0,Thursday 14:00,9,12,0551_00_G37,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,14:00,1,E:UJNY4YXWYS_W12
Moray House School of Education and Sport,SPRT10012,E:RYX92XHPX8,Seminar,50,20.0,Monday 14:00,11,28,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:00,1,E:RYX92XHPX8_W28
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,10,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W10
Moray House School of Education and Sport,SPRT08031,E:F3NCCRNQGV,Seminar,50,20.0,Tuesday 15:00,5,10,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,15:00,1,E:F3NCCRNQGV_W10
Moray House School of Education and Sport,SPRT08031,E:F3NCCRNQGV,Seminar,50,20.0,Tuesday 15:00,5,12,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,15:00,1,E:F3NCCRNQGV_W12
Moray House School of Education and Sport,SPRT08031,E:F3NCCRNQGV,Seminar,50,20.0,Tuesday 15:00,5,14,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,15:00,1,E:F3NCCRNQGV_W14
Moray House School of Education and Sport,SPRT08031,E:F3NCCRNQGV,Seminar,50,20.0,Tuesday 15:00,5,16,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,15:00,1,E:F3NCCRNQGV_W16
Moray House School of Education and Sport,SPRT08031,E:F3NCCRNQGV,Seminar,50,20.0,Tuesday 15:00,5,18,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,15:00,1,E:F3NCCRNQGV_W18
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,11,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W11
Moray House School of Education and Sport,REDU11046,E:D2SSSHK8GL,Workshop,90,20.0,Monday 10:00,6,12,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Monday,10:00,2,E:D2SSSHK8GL_W12
Edinburgh Medical School,MBCH09021,E:DKTRV862XX-00001,Tutorial,50,20.0,Thursday 15:00,4,10,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:DKTRV862XX-00001_W10
Edinburgh Medical School,MBCH09021,E:DKTRV862XX-00001,Tutorial,50,20.0,Thursday 15:00,4,12,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:DKTRV862XX-00001_W12
Centre for Open Learning,,E:NNRDYCY17Y,Activity,110,20.0,Thursday 16:00,5,28,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,16:00,2,E:NNRDYCY17Y_W28
Centre for Open Learning,,E:NNRDYCY17Y,Activity,110,20.0,Thursday 16:00,5,29,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,16:00,2,E:NNRDYCY17Y_W29
Centre for Open Learning,,E:NNRDYCY17Y,Activity,110,20.0,Thursday 16:00,5,30,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,16:00,2,E:NNRDYCY17Y_W30
Moray House School of Education and Sport,REDU11045,E:6PK6L1JV1H,Workshop,90,20.0,Tuesday 10:00,5,26,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,2,E:6PK6L1JV1H_W26
Edinburgh Medical School,MBCH08013,E:CLMZSI85P9-00001,Tutorial,80,20.0,Thursday 11:30,2,13,0558_03_3.4,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,11:30,2,E:CLMZSI85P9-00001_W13
Moray House School of Education and Sport,REDU11045,E:NL48NBE2HR,Workshop,80,20.0,Monday 13:00,5,27,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,13:00,2,E:NL48NBE2HR_W27
Moray House School of Education and Sport,REDU11045,E:NL48NBE2HR,Workshop,80,20.0,Monday 13:00,5,28,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,13:00,2,E:NL48NBE2HR_W28
Moray House School of Education and Sport,REDU11045,E:NL48NBE2HR,Workshop,80,20.0,Monday 13:00,5,29,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,13:00,2,E:NL48NBE2HR_W29
Moray House School of Education and Sport,REDU11045,E:NL48NBE2HR,Workshop,80,20.0,Monday 13:00,5,30,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,13:00,2,E:NL48NBE2HR_W30
Edinburgh Medical School,MBCH09021,E:DKTRV862XX-00001,Tutorial,50,20.0,Thursday 15:00,4,15,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:DKTRV862XX-00001_W15
Edinburgh Medical School,MBCH09021,E:DKTRV862XX-00001,Tutorial,50,20.0,Thursday 15:00,4,18,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Thursday,15:00,1,E:DKTRV862XX-00001_W18
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,11,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W11
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,12,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W12
Centre for Open Learning,PHIL07002,E:WTYFX4VE2L,Activity,80,20.0,Tuesday 13:00,11,13,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Tuesday,13:00,2,E:WTYFX4VE2L_W13
Centre for Open Learning,,E:MNGQSJ2Q1F,Activity,110,20.0,Thursday 18:00,10,15,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,18:00,2,E:MNGQSJ2Q1F_W15
Centre for Open Learning,,E:MNGQSJ2Q1F,Activity,110,20.0,Thursday 18:00,10,14,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,18:00,2,E:MNGQSJ2Q1F_W14
Centre for Open Learning,,E:UIEP7S4T9C-00001,Activity,150,20.0,Tuesday 10:00,2,12,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,3,E:UIEP7S4T9C-00001_W12
Centre for Open Learning,,E:UIEP7S4T9C-00001,Activity,150,20.0,Tuesday 10:00,2,9,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,10:00,3,E:UIEP7S4T9C-00001_W9
Centre for Open Learning,LLLJ07029,E:HE7AMLLEHU,Activity,80,20.0,Thursday 15:00,11,35,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,15:00,2,E:HE7AMLLEHU_W35
Moray House School of Education and Sport,SPRT10012,E:RYX92XHPX8,Seminar,50,20.0,Monday 14:00,11,26,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:00,1,E:RYX92XHPX8_W26
Moray House School of Education and Sport,SPRT10012,E:RYX92XHPX8,Seminar,50,20.0,Monday 14:00,11,27,0564_03_3.15,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:00,1,E:RYX92XHPX8_W27
Centre for Open Learning,LLLJ07029,E:HE7AMLLEHU,Activity,80,20.0,Thursday 15:00,11,33,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,15:00,2,E:HE7AMLLEHU_W33
Centre for Open Learning,LLLJ07029,E:HE7AMLLEHU,Activity,80,20.0,Thursday 15:00,11,34,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,15:00,2,E:HE7AMLLEHU_W34
Moray House School of Education and Sport,EDUA08124,E:XIYDXDPMET,Workshop,110,20.0,Wednesday 11:00,11,26,0558_04_4.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Wednesday,11:00,2,E:XIYDXDPMET_W26
Centre for Open Learning,,E:NNRDYCY17Y,Activity,110,20.0,Thursday 16:00,5,27,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,16:00,2,E:NNRDYCY17Y_W27
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,9,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W9
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,10,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W10
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,11,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W11
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,12,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W12
Centre for Open Learning,,E:MNGQSJ2Q1F,Activity,110,20.0,Thursday 18:00,10,16,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,18:00,2,E:MNGQSJ2Q1F_W16
Moray House School of Education and Sport,EDUA09005,E:7XZW5Y8GXW,Lecture,110,20.0,Tuesday 13:00,6,19,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,13:00,2,E:7XZW5Y8GXW_W19
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,9,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W9
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,10,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W10
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,11,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W11
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,13,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W13
Centre for Open Learning,,E:NNRDYCY17Y,Activity,110,20.0,Thursday 16:00,5,31,0558_05_5.3,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Thursday,16:00,2,E:NNRDYCY17Y_W31
Moray House School of Education and Sport,REDU11045,E:NL48NBE2HR,Workshop,80,20.0,Monday 13:00,5,26,0564_03_3.25,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,13:00,2,E:NL48NBE2HR_W26
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,16,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W16
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,17,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W17
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,18,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W18
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,19,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W19
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,12,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W12
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,13,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W13
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,14,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W14
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,15,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W15
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,16,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W16
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,17,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W17
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,18,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W18
Moray House School of Education and Sport,EDUA11436,E:CF79LESZH5,Workshop,110,20.0,Tuesday 14:00,11,19,0551_01_1.27,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Tuesday,14:00,2,E:CF79LESZH5_W19
Moray House School of Education and Sport,EDUA09005,E:7XZW5Y8GXW,Lecture,110,20.0,Tuesday 13:00,6,13,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,13:00,2,E:7XZW5Y8GXW_W13
Moray House School of Education and Sport,EDUA09005,E:7XZW5Y8GXW,Lecture,110,20.0,Tuesday 13:00,6,15,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,13:00,2,E:7XZW5Y8GXW_W15
Centre for Open Learning,,E:MNGQSJ2Q1F,Activity,110,20.0,Thursday 18:00,10,19,0551_-1_LG48,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,18:00,2,E:MNGQSJ2Q1F_W19
Centre for Open Learning,LLLJ07029,E:HE7AMLLEHU,Activity,80,20.0,Thursday 15:00,11,32,0551_-1M_M2,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Thursday,15:00,2,E:HE7AMLLEHU_W32
Moray House School of Education and Sport,EDUA09005,E:7XZW5Y8GXW,Lecture,110,20.0,Tuesday 13:00,6,18,0564_02_2.14,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,13:00,2,E:7XZW5Y8GXW_W18
Moray House School of Education and Sport,EDUA11400,E:45Y4KWTZQA,Workshop,110,20.0,Friday 13:00,2,29,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,13:00,2,E:45Y4KWTZQA_W29
Moray House School of Education and Sport,EDUA11400,E:45Y4KWTZQA,Workshop,110,20.0,Friday 13:00,2,30,0558_04_4.18,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,13:00,2,E:45Y4KWTZQA_W30
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,9,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W9
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,10,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W10
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,11,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W11
Moray House School of Education and Sport,REDU11046,E:2DAFQVHVAH,Workshop,90,20.0,Tuesday 14:30,5,11,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,14:30,2,E:2DAFQVHVAH_W11
Moray House School of Education and Sport,REDU11046,E:2DAFQVHVAH,Workshop,90,20.0,Tuesday 14:30,5,12,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,14:30,2,E:2DAFQVHVAH_W12
Moray House School of Education and Sport,REDU11046,E:2DAFQVHVAH,Workshop,90,20.0,Tuesday 14:30,5,13,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,14:30,2,E:2DAFQVHVAH_W13
Moray House School of Education and Sport,REDU11046,E:2DAFQVHVAH,Workshop,90,20.0,Tuesday 14:30,5,15,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,14:30,2,E:2DAFQVHVAH_W15
Moray House School of Education and Sport,REDU11046,E:2DAFQVHVAH,Workshop,90,20.0,Tuesday 14:30,5,16,0564_03_3.16,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Tuesday,14:30,2,E:2DAFQVHVAH_W16
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,12,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W12
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,13,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W13
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,14,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W14
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,14,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W14
Moray House School of Education and Sport,EDUA08105,E:D7GAN1Z8A1,Workshop,180,20.0,Friday 10:00,11,15,0558_03_3.02,Centrally Allocated Space,General Teaching,Charteris Land,Holyrood,Friday,10:00,3,E:D7GAN1Z8A1_W15
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,17,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W17
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,18,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W18
Centre for Open Learning,PHIL07002,E:FBK9NGCTWA,Activity,80,20.0,Wednesday 11:00,11,19,0551_00_G43,Centrally Allocated Space,General Teaching,Patersons Land,Holyrood,Wednesday,11:00,2,E:FBK9NGCTWA_W19
Moray House School of Education and Sport,REDU11045,E:ZNTVBDFSJJ,Workshop,90,20.0,Monday 14:30,5,27,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:30,2,E:ZNTVBDFSJJ_W27
Moray House School of Education and Sport,REDU11045,E:ZNTVBDFSJJ,Workshop,90,20.0,Monday 14:30,5,28,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:30,2,E:ZNTVBDFSJJ_W28
Moray House School of Education and Sport,REDU11045,E:ZNTVBDFSJJ,Workshop,90,20.0,Monday 14:30,5,29,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:30,2,E:ZNTVBDFSJJ_W29
Moray House School of Education and Sport,REDU11045,E:ZNTVBDFSJJ,Workshop,90,20.0,Monday 14:30,5,30,0564_03_3.23,Centrally Allocated Space,General Teaching,St Leonards Land,Holyrood,Monday,14:30,2,E:ZNTVBDFSJJ_W30
